"Variable","intercept","Slope","Adj R2","p value"
"TDDsoil","1395.99727647563","-1.00191097744659","0.0654076469482284","0.0719513372062376"
"TDDair","1842.08341721464","-0.772016401382447","0.132823277599088","0.0249137874863936"
"FDDair","-2338.00223289872","0.739880695861949","0.422338939936447","4.56015292567922e-05"
"Snow Depth","2280.71302186069","-2.03756491376125","0.24909545490802","0.00114728445209657"
"CC","388.942802749917","16.8873390381083","0.42370360939282","1.03258557798419e-05"
