"","Variable","Slope","Adj R2","p value"
"1","TDDsoil","-1.00191097744659","0.0654076469482284","0.0719513372062376"
"2","TDDair","-0.772016401382447","0.132823277599088","0.0249137874863936"
"3","FDDair","0.717509189325108","0.441041318787067","0.000129561376530787"
"4","Snow Depth","-2.03756491376125","0.24909545490802","0.00114728445209657"
"5","CC","16.8873390381083","0.42370360939282","1.03258557798419e-05"
